,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A1_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A1_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A10_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A10_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A11_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A11_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A12_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A12_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A2_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A2_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A3_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A3_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A4_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A4_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A5_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A5_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A6_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A6_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A7_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A7_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A8_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A8_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A9_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_A9_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B1_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B1_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B10_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B10_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B11_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B11_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B12_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B12_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B2_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B2_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B3_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B3_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B4_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B4_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B5_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B5_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B6_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B6_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B7_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B7_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B8_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B8_measurement,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B9_time,261219_oa_chemostat_growth_curves_260119_oa_chemostat_growth_curves_B9_measurement
0,0.1527777777777777,0.1666666666666666,0.1527777777777777,0.3546666666666667,0.1527777777777777,0.3656666666666667,0.1527777777777777,0.3656666666666667,0.1527777777777777,0.1646666666666666,0.1527777777777777,0.1646666666666666,0.1527777777777777,0.0186666666666666,0.1527777777777777,0.0206666666666666,0.1527777777777777,0.0206666666666666,0.1527777777777777,0.3246666666666667,0.1527777777777777,0.3276666666666666,0.1527777777777777,0.3386666666666666,0.1527777777777777,0.0026666666666666,0.1527777777777777,0.0046666666666666,0.1527777777777777,0.0046666666666666,0.1527777777777777,0.0046666666666666,0.1527777777777777,0.0026666666666666,0.1527777777777777,0.0016666666666666,0.1527777777777777,0.0006666666666666,0.1527777777777777,0.0016666666666666,0.1527777777777777,0.0016666666666666,0.1527777777777777,0.0036666666666666,0.1527777777777777,0.0036666666666666,0.1527777777777777,0.0036666666666666
1,0.3194444444444445,0.1589999999999999,0.3194444444444445,0.354,0.3194444444444445,0.362,0.3194444444444445,0.362,0.3194444444444445,0.1559999999999999,0.3194444444444445,0.1549999999999999,0.3194444444444445,0.018,0.3194444444444445,0.019,0.3194444444444445,0.019,0.3194444444444445,0.32,0.3194444444444445,0.323,0.3194444444444445,0.3309999999999999,0.3194444444444445,0.003,0.3194444444444445,0.0039999999999999,0.3194444444444445,0.0039999999999999,0.3194444444444445,0.0039999999999999,0.3194444444444445,0.003,0.3194444444444445,0.002,0.3194444444444445,0.001,0.3194444444444445,0.001,0.3194444444444445,0.002,0.3194444444444445,0.0039999999999999,0.3194444444444445,0.0039999999999999,0.3194444444444445,0.003
2,0.4861111111111111,0.1559999999999999,0.4861111111111111,0.356,0.4861111111111111,0.362,0.4861111111111111,0.363,0.4861111111111111,0.1539999999999999,0.4861111111111111,0.152,0.4861111111111111,0.016,0.4861111111111111,0.018,0.4861111111111111,0.019,0.4861111111111111,0.32,0.4861111111111111,0.323,0.4861111111111111,0.3309999999999999,0.4861111111111111,0.003,0.4861111111111111,0.0049999999999999,0.4861111111111111,0.0039999999999999,0.4861111111111111,0.0039999999999999,0.4861111111111111,0.003,0.4861111111111111,0.002,0.4861111111111111,0.0,0.4861111111111111,0.001,0.4861111111111111,0.002,0.4861111111111111,0.0039999999999999,0.4861111111111111,0.0039999999999999,0.4861111111111111,0.003
3,0.6527777777777778,0.1533333333333333,0.6527777777777778,0.3533333333333333,0.6527777777777778,0.3613333333333333,0.6527777777777778,0.3623333333333333,0.6527777777777778,0.1523333333333333,0.6527777777777778,0.1513333333333333,0.6527777777777778,0.0163333333333333,0.6527777777777778,0.0183333333333333,0.6527777777777778,0.0183333333333333,0.6527777777777778,0.3223333333333333,0.6527777777777778,0.3253333333333333,0.6527777777777778,0.3333333333333333,0.6527777777777778,0.0033333333333333,0.6527777777777778,0.0043333333333333,0.6527777777777778,0.0043333333333333,0.6527777777777778,0.0053333333333333,0.6527777777777778,0.0033333333333333,0.6527777777777778,0.0023333333333333,0.6527777777777778,0.0003333333333333,0.6527777777777778,0.0013333333333333,0.6527777777777778,0.0023333333333333,0.6527777777777778,0.0043333333333333,0.6527777777777778,0.0043333333333333,0.6527777777777778,0.0033333333333333
4,0.8194444444444444,0.152,0.8194444444444444,0.354,0.8194444444444444,0.362,0.8194444444444444,0.361,0.8194444444444444,0.15,0.8194444444444444,0.149,0.8194444444444444,0.016,0.8194444444444444,0.018,0.8194444444444444,0.018,0.8194444444444444,0.3249999999999999,0.8194444444444444,0.3289999999999999,0.8194444444444444,0.3349999999999999,0.8194444444444444,0.003,0.8194444444444444,0.0039999999999999,0.8194444444444444,0.0039999999999999,0.8194444444444444,0.0049999999999999,0.8194444444444444,0.003,0.8194444444444444,0.002,0.8194444444444444,0.0,0.8194444444444444,0.001,0.8194444444444444,0.002,0.8194444444444444,0.0039999999999999,0.8194444444444444,0.0039999999999999,0.8194444444444444,0.003
5,0.986111111111111,0.15,0.986111111111111,0.358,0.986111111111111,0.365,0.986111111111111,0.365,0.986111111111111,0.149,0.986111111111111,0.148,0.986111111111111,0.016,0.986111111111111,0.018,0.986111111111111,0.018,0.986111111111111,0.3319999999999999,0.986111111111111,0.3349999999999999,0.986111111111111,0.3399999999999999,0.986111111111111,0.003,0.986111111111111,0.0049999999999999,0.986111111111111,0.0049999999999999,0.986111111111111,0.0049999999999999,0.986111111111111,0.003,0.986111111111111,0.002,0.986111111111111,0.0,0.986111111111111,0.001,0.986111111111111,0.002,0.986111111111111,0.0049999999999999,0.986111111111111,0.0039999999999999,0.986111111111111,0.0039999999999999
6,1.152777777777778,0.1486666666666666,1.152777777777778,0.3586666666666667,1.152777777777778,0.3676666666666667,1.152777777777778,0.3656666666666667,1.152777777777778,0.1476666666666666,1.152777777777778,0.1456666666666666,1.152777777777778,0.0156666666666666,1.152777777777778,0.0166666666666666,1.152777777777778,0.0176666666666666,1.152777777777778,0.3356666666666666,1.152777777777778,0.3436666666666667,1.152777777777778,0.3426666666666667,1.152777777777778,0.0026666666666666,1.152777777777778,0.0046666666666666,1.152777777777778,0.0046666666666666,1.152777777777778,0.0046666666666666,1.152777777777778,0.0026666666666666,1.152777777777778,0.0016666666666666,1.152777777777778,-0.0003333333333333,1.152777777777778,0.0006666666666666,1.152777777777778,0.0016666666666666,1.152777777777778,0.0046666666666666,1.152777777777778,0.0036666666666666,1.152777777777778,0.0036666666666666
7,1.3194444444444444,0.1476666666666666,1.3194444444444444,0.3596666666666667,1.3194444444444444,0.3686666666666667,1.3194444444444444,0.3676666666666667,1.3194444444444444,0.1466666666666666,1.3194444444444444,0.1456666666666666,1.3194444444444444,0.0146666666666666,1.3194444444444444,0.0166666666666666,1.3194444444444444,0.0166666666666666,1.3194444444444444,0.3386666666666666,1.3194444444444444,0.3426666666666667,1.3194444444444444,0.3426666666666667,1.3194444444444444,0.0026666666666666,1.3194444444444444,0.0046666666666666,1.3194444444444444,0.0046666666666666,1.3194444444444444,0.0046666666666666,1.3194444444444444,0.0026666666666666,1.3194444444444444,0.0016666666666666,1.3194444444444444,0.0006666666666666,1.3194444444444444,0.0006666666666666,1.3194444444444444,0.0016666666666666,1.3194444444444444,0.0046666666666666,1.3194444444444444,0.0036666666666666,1.3194444444444444,0.0036666666666666
8,1.4861111111111112,0.1486666666666666,1.4861111111111112,0.3616666666666667,1.4861111111111112,0.3696666666666667,1.4861111111111112,0.3696666666666667,1.4861111111111112,0.1466666666666666,1.4861111111111112,0.1436666666666666,1.4861111111111112,0.0146666666666666,1.4861111111111112,0.0166666666666666,1.4861111111111112,0.0166666666666666,1.4861111111111112,0.3416666666666667,1.4861111111111112,0.3436666666666667,1.4861111111111112,0.3456666666666667,1.4861111111111112,0.0026666666666666,1.4861111111111112,0.0046666666666666,1.4861111111111112,0.0046666666666666,1.4861111111111112,0.0056666666666666,1.4861111111111112,0.0026666666666666,1.4861111111111112,0.0016666666666666,1.4861111111111112,0.0006666666666666,1.4861111111111112,0.0006666666666666,1.4861111111111112,0.0026666666666666,1.4861111111111112,0.0046666666666666,1.4861111111111112,0.0036666666666666,1.4861111111111112,0.0036666666666666
9,1.652777777777778,0.1483333333333333,1.652777777777778,0.3643333333333333,1.652777777777778,0.3723333333333333,1.652777777777778,0.3693333333333333,1.652777777777778,0.1473333333333333,1.652777777777778,0.1433333333333333,1.652777777777778,0.0143333333333333,1.652777777777778,0.0153333333333333,1.652777777777778,0.0163333333333333,1.652777777777778,0.3433333333333333,1.652777777777778,0.3453333333333333,1.652777777777778,0.3473333333333333,1.652777777777778,0.0023333333333333,1.652777777777778,0.0043333333333333,1.652777777777778,0.0053333333333333,1.652777777777778,0.0053333333333333,1.652777777777778,0.0033333333333333,1.652777777777778,0.0023333333333333,1.652777777777778,0.0003333333333333,1.652777777777778,0.0003333333333333,1.652777777777778,0.0023333333333333,1.652777777777778,0.0043333333333333,1.652777777777778,0.0043333333333333,1.652777777777778,0.0033333333333333
